node1,weight,node2
INTR COMPLE & ALTERN MED,0.1366828732235544,CONDUCTING RESEARCH IN GLOBAL WOMEN'S HEALTH
INTR COMPLE & ALTERN MED,0.16504426613315726,CONCEPTS IN HEALTHCARE ECONOMICS
INTR COMPLE & ALTERN MED,0.10984652414711457,E-HEALTH:BUSINESS MODELS: E-Health: Business Models and Impact
INTR COMPLE & ALTERN MED,0.10170847436772563,NURSING OF WOMEN AND INFANTS
INTR COMPLE & ALTERN MED,0.10454105681566016,FUNDMTLS OF EPIDEMIOLOGY
INTR COMPLE & ALTERN MED,0.1351507539934823,PSYCHOLOGICAL AND SOCIAL DIVERSITY IN HEALTH AND WELLNESS
INTR COMPLE & ALTERN MED,0.1811293480099066,FOUNDA OF PUBLIC HEALTH
INTR COMPLE & ALTERN MED,0.10376901966256695,RACE&MED GLOBAL SOUTH
INTR COMPLE & ALTERN MED,0.12063282792683566,ADV SPAN/MED PROFS: Advanced Medical Spanish
INTR COMPLE & ALTERN MED,0.13525312488267152,RACE GENDER CLASS AND THE HISTORY OF AMERICAN HEALTH CARE
INTR COMPLE & ALTERN MED,0.17184383957313265,Health Sustainability & Built Environment Design
INTR COMPLE & ALTERN MED,0.17074961915891598,PUBLIC POLICY AND THE NATION'S HEALTH
INTR COMPLE & ALTERN MED,0.1029836133657648,CHILD AND ADOLESCENT MENTAL HEALTH
HISTORY LITERARY CRIT: LIT THEORY ANC TO MODERN,0.10043134288743528,19TH CENT EUR INTEL HIST
HISTORY LITERARY CRIT: LIT THEORY ANC TO MODERN,0.15110515888418158,CLASSICAL TRADITIONS
HISTORY LITERARY CRIT: LIT THEORY ANC TO MODERN,0.12893869157498136,LITERATURE AND LAW
HISTORY LITERARY CRIT: LIT THEORY ANC TO MODERN,0.1162214857404256,THE SOCIAL CONTRACT
HISTORY LITERARY CRIT: LIT THEORY ANC TO MODERN,0.11785266648538896,INTRO LITERARY THEORY
HISTORY LITERARY CRIT: LIT THEORY ANC TO MODERN,0.10464634057036948,INTRO TO PHILOSOPHY
HISTORY LITERARY CRIT: LIT THEORY ANC TO MODERN,0.14870497049289272,PREHISTORY - RENAISSANCE: INTRO TO WESTERN ART
HISTORY LITERARY CRIT: LIT THEORY ANC TO MODERN,0.11785266648538896,MAIN CONCEPTS OF LITERARY AND CULTURAL THEORY FOR BEGINNERS
HISTORY LITERARY CRIT: LIT THEORY ANC TO MODERN,0.10518392985825462,TPCS: CLASSICISM & LIT: Classical Epic and Medieval Romance
TOLSTOY,0.13860914370122007,NAPOLEONIC ERA & TOLSTOY
TOLSTOY,0.15996996119305648,WAR AND REPRESENTATION
Perspectives on International Cinema (Cannes Film Festival),0.14895660754915438,WORLD FILM HIST '45-PRES
Perspectives on International Cinema (Cannes Film Festival),0.15694116492684146,TOPICS GERMAN CINEMA: FRITZ LANG
Perspectives on International Cinema (Cannes Film Festival),0.13861640883202242,CONTEMPOR FICT/FILM-JPAN
Perspectives on International Cinema (Cannes Film Festival),0.2400738695881105,ELEMENTARY SWEDISH II
Perspectives on International Cinema (Cannes Film Festival),0.353639421670707,WORLD FILM HIST TO 1945
Perspectives on International Cinema (Cannes Film Festival),0.13010096852477124,SENIOR SEMINAR
Perspectives on International Cinema (Cannes Film Festival),0.19881070793971886,CINEMA AND MEDIA: GLOBAL FILM THEORY
Perspectives on International Cinema (Cannes Film Festival),0.155535516964601,TOPICS FILM STUDIES: MODERN SCI-FI CINEMA
Perspectives on International Cinema (Cannes Film Festival),0.15369220122977706,TOPICS CULTURAL STUDIES: BLACKNESS ACROSS MEDIA
Perspectives on International Cinema (Cannes Film Festival),0.12465779156946528,MASTERPIECES OF FRENCH CINEMA
Perspectives on International Cinema (Cannes Film Festival),0.103314446732193,MACHINE FOR SEEING: ARCHITECTURE AND THE MOVING IMAGE
Perspectives on International Cinema (Cannes Film Festival),0.15246978009272708,FILM SOUND: HISTORY AESTHETICS & SUBVERSION
Perspectives on International Cinema (Cannes Film Festival),0.1203412600610966,INTERNATIONAL POL. ECON: International Political Economy
Perspectives on International Cinema (Cannes Film Festival),0.1323929647625317,MOD HEB LIT & CULT TRANS: MODERN HEBREW LIT & CULTURE IN TRANSLATION: IMAGE OF HAIFA & OTHER CITIES
Perspectives on International Cinema (Cannes Film Festival),0.1683545191365298,CINEMA PRODUCTION
Perspectives on International Cinema (Cannes Film Festival),0.19867442321220655,INTRO AMER/BRIT FLM/MED: HOLLYWOOD FILM INDUSTRY
ASP - CORPORATE RESTRUCTURING,0.11157078036266654,SECURITIES REGULATION
ASP - CORPORATE RESTRUCTURING,0.10238079262223895,THE POLITICS OF HOUSING & URBAN DEVELOPMENT
ASP - CORPORATE RESTRUCTURING,0.11455289225599379,RISK MANAGEMENT
ADV NON-FICTION WORKS: ADV NONFICTION WRITING,0.12163561686737288,SICK AND SATIRED: THE INSANITY OF HUMOR AND HOW IT KEEPS US SANE
ADV NON-FICTION WORKS: ADV NONFICTION WRITING,0.13281771372483944,PUBLIC OPIN & AMER DEMOC
INTERMEDIATE YIDDISH II,0.11378151508654383,INTERMEDIATE ARABIC IV
INTERMEDIATE YIDDISH II,0.1282119477904402,POLISH/HERITAGE SPEAK II
INTERMEDIATE YIDDISH II,0.10698151715296321,INTRO LOGIC & COMPUTABTY
INTERMEDIATE YIDDISH II,0.10584191522076644,INTERMED VIETNAMESE II
INTERMEDIATE YIDDISH II,0.10770851302782915,ORGANIC CHEMISTRY II
INTERMEDIATE YIDDISH II,0.15608282915092625,ELEMENTARY SWEDISH I
INTERMEDIATE YIDDISH II,0.10331996112049406,ELEMENTARY DUTCH II
INTERMEDIATE YIDDISH II,0.11818543635552789,INTERMEDIATE HINDI II: Intermediate Hindi Part II
INTERMEDIATE YIDDISH II,0.10354791245061655,ELEMENTARY ARABIC II
INTERMEDIATE YIDDISH II,0.10354791245061655,ADV INTERMED ARABIC II
INTERMEDIATE YIDDISH II,0.10698151715296321,ADVANCED CALCULUS
INTERMEDIATE YIDDISH II,0.10817320037082923,ELEMENTARY RUSSIAN II
CREATIVITY,0.16302825115249647,
CREATIVITY,0.14803329800341433,HC MGMT&STRAT
SPECULATIVE FICTION: HORROR MYSTERY AND SUSPENSE,0.16086348915689258,INTRO POSTCOLONIAL LIT: SOUTH AFRICAN LIT/FILM
SPECULATIVE FICTION: HORROR MYSTERY AND SUSPENSE,0.1350326532293351,WRITING FOR CHILDREN: WRITING FOR YOUNG ADULTS
SPECULATIVE FICTION: HORROR MYSTERY AND SUSPENSE,0.11227036881093072,PHOTOGRAPHY AND FICTION
SPECULATIVE FICTION: HORROR MYSTERY AND SUSPENSE,0.14326107378530772,MOD HEB LIT & CULT TRANS: MODERN HEBREW LIT & CULTURE IN TRANSLATION: IMAGE OF HAIFA & OTHER CITIES
SPECULATIVE FICTION: HORROR MYSTERY AND SUSPENSE,0.10264218836099846,BOTANIC EMPIRE: Plants and Colonialism 1700 to 1950
SPECULATIVE FICTION: HORROR MYSTERY AND SUSPENSE,0.16865101581880523,FICTION WRITING WORKSHOP
WHAT IS AN IMAGE?,0.15303243564393418,PHOTOGRAPHIC THINKING
WHAT IS AN IMAGE?,0.17599245527626114,ART DESIGN AND DIGITAL CULTURE
WHAT IS AN IMAGE?,0.10063849610695655,PREHISTORY - RENAISSANCE: INTRO TO WESTERN ART
WHAT IS AN IMAGE?,0.12241460251069355,VISUAL NARRATIVE
WHAT IS AN IMAGE?,0.14620221943794173,VISUALIZATION II
WHAT IS AN IMAGE?,0.13498734708325116,RISE OF IMAGE CULTURE
ADV TPCS IN THEATRE: ICONS IN PERFORMANCE: ACTORS AND OTHERS WHO DEFINE AND SHAPE THE ARTS,0.10997994572865188,INTRO LIGHTSETCOSTUME
ADV TPCS IN THEATRE: ICONS IN PERFORMANCE: ACTORS AND OTHERS WHO DEFINE AND SHAPE THE ARTS,0.8176452760207814,ICONS IN PERFORMANCE: ACTORS AND OTHERS WHO DEFINE AND SAHPE THE ARTS
ADV TPCS IN THEATRE: ICONS IN PERFORMANCE: ACTORS AND OTHERS WHO DEFINE AND SHAPE THE ARTS,0.27434219863002834,REHEARSAL & PERFORMANCE: The Eumenides by Aeschylus
ADV TPCS IN THEATRE: ICONS IN PERFORMANCE: ACTORS AND OTHERS WHO DEFINE AND SHAPE THE ARTS,0.32330208961926693,CLASSICAL TO THE MIDDLE CLASS
ADV TPCS IN THEATRE: ICONS IN PERFORMANCE: ACTORS AND OTHERS WHO DEFINE AND SHAPE THE ARTS,0.27434219863002834,REHEARSAL & PERFORMANCE: Fefu and her friends by Maria Irene Fornes
ADV TPCS IN THEATRE: ICONS IN PERFORMANCE: ACTORS AND OTHERS WHO DEFINE AND SHAPE THE ARTS,0.10847830849606636,CONFLICT LAW AND JUSTICE IN EARLY AMERICA: CROSS-CULTURAL APPROACHES
ADV TPCS IN THEATRE: ICONS IN PERFORMANCE: ACTORS AND OTHERS WHO DEFINE AND SHAPE THE ARTS,0.2241447056212661,THEATRE WORKSHOP: Contemporary Dance Performance Practice
ADV TPCS IN THEATRE: ICONS IN PERFORMANCE: ACTORS AND OTHERS WHO DEFINE AND SHAPE THE ARTS,0.10241257171986023,TOPICS IN LITERATURE: EMOTIONS
ADV TPCS IN THEATRE: ICONS IN PERFORMANCE: ACTORS AND OTHERS WHO DEFINE AND SHAPE THE ARTS,0.15320545521687756,THE PLAY
CIVIC SCHOLARS PROSEMINAR,0.13306119683397083,PUBLIC ENVIRONMENTAL HUMANITIES
CIVIC SCHOLARS PROSEMINAR,0.11736206242088412,PSYCH & SOC. FOUND
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.13884107257719638,CHINAS DOMESTIC POLITICS
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.18312233890283344,SOCIAL PSYCHOLOGY
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.1599255709694418,LAW AND SOCIAL CHANGE
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.10373112786910928,CAPSTONE: MODELING: MODELING SOCIAL PHENOMENA
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.12277578186323268,KNOWLEDGE FOR SOC IMPACT: Analyzing Current Issues and Approaches
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.16340232046670952,CLASS SOC THEORY
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.14174397845602954,PERSPECTIVES ON URBAN POVERTY
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.13465318492379175,MKTG FOR SOCIAL IMPACT
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.14328386410457966,SOCIOLOGY OF GENDER
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.19462706534180602,Introduction to Sociological Research
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.1761197627743835,Advanced Principles of Nurse Anesthesia Practice: Obstetrics Pediatrics
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.1353821914943911,DEVIANCE & SOC CONTROL
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.13879889601406567,SOCIAL STRATIFICATION
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.14590036477610754,SOC. OF MEDIA & POP CULT
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.2004660212339721,INTRO SOC RESEARCH
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.12992645579325574,HISTORY & THEORY OF COMMUNITY ORGANIZING
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.12853103668426974,INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.12094159077488544,
SOCIAL PROB & PUB POLICY: Social Problems & Public Policy,0.1408992610794944,PORTRAITS RUSS SOCIETY
MATERIAL PAST DIG WORLD,0.10490621957188008,INFO & BUS TRANSFRM
MATERIAL PAST DIG WORLD,0.17691085024580222,LIVING WORLD IN ARCHAEOLOGICAL SCIENCE
MATERIAL PAST DIG WORLD,0.116956721971368,VIDEO II
MATERIAL PAST DIG WORLD,0.12485929640277676,DIGITAL PHOTOGRAPHY
MATERIAL PAST DIG WORLD,0.1253147152342174,POLICYMUSEUMS&CUL HERIT
MATERIAL PAST DIG WORLD,0.10331570010864732,DESIGN FUNDAMENTALS I
MATERIAL PAST DIG WORLD,0.11375565719459398,DATABASE & INFO SYSTEMS
MATERIAL PAST DIG WORLD,0.1427494950940329,INTRO ARCHAEOLOGY
MATERIAL PAST DIG WORLD,0.10935054663915111,DATA MINING BUS INTEL: Data Mining for Business Intelligence
MATERIAL PAST DIG WORLD,0.11128568138358064,ART DESIGN AND DIGITAL CULTURE
MATERIAL PAST DIG WORLD,0.11190870758965507,Presenting the Past: The Middle East Galleries at Penn Museum
MATERIAL PAST DIG WORLD,0.11127933336357393,VISUALIZING THE PAST
MATERIAL PAST DIG WORLD,0.1427494950940329,ARCHAEOLOGY: WINDOW TO THE HUMAN PAST
MATERIAL PAST DIG WORLD,0.12255687007984453,DIGITAL HUMANITIES
MATERIAL PAST DIG WORLD,0.13622789881078318,E. A. DIGITAL HUMANITIES
MATERIAL PAST DIG WORLD,0.17228282693380947,INTRO DIGITAL HUMANITIES
MATERIAL PAST DIG WORLD,0.17228282693380947,INTRO DIGITAL HUMANITIES: COMPUTING FOR INTERPRETATION IN THE HUMANITIES
MATERIAL PAST DIG WORLD,0.10589853197848086,TPCS IN MEDIEVAL/REN ART: ART POLITICS AND POWER IN LATE MEDIEVAL AND RENAISSANCE FRANCE
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.1505992623179347,PRINCIPLES OF ADVERTISNG
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.21248741538282512,COMMUNICATION BEHAVIOR
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.23649589922896028,GRAPHIC DESIGN WITH CREATIVE TECHNOLOGIES
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.13680619638604088,SOCIAL PSYCHOLOGY
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.21986922757764918,TELEVISION AND NEW MEDIA
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.10384010191101369,INTEGRATIVE DESIGN STUDIO: BIOLOGICAL DESIGN
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.11075049071813367,TOPICS IN CINEMA & MEDIA: THE PLACE OF FILM AND MEDIA THEORY
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.13722618789064503,AR RDGS SOC SCI
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.11763530252596524,INDUSTRIAL DESIGN I
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.10765021536635214,ENABLING TECHNOLOGIES
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.13754686120198423,ART DESIGN AND DIGITAL CULTURE
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.12240704119399555,ADVERTISING AND SOCIETY
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.17482890710712085,MEDIA AND RELIGION
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.17686616904015848,SOC. OF MEDIA & POP CULT
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.13722618789064503,MEDIA ARABIC
INTERFACING CULTURES: DESIGNING FOR MOBILE WEB AND PUBLIC MEDIA,0.10248354613690244,ADVANCED PROJECTS IN PRINTMAKING
AFR WOMEN LIVES PAST/PRE,0.18156023515296352,WELL WOMEN HEALTH CARE THEORY
AFR WOMEN LIVES PAST/PRE,0.11928376035151479,MUSIC AND PERF OF AFRICA
AFR WOMEN LIVES PAST/PRE,0.1691733711018821,AFRICA SINCE 1800
AFR WOMEN LIVES PAST/PRE,0.11114550920782862,CONDUCTING RESEARCH IN GLOBAL WOMEN'S HEALTH
AFR WOMEN LIVES PAST/PRE,0.1735827440349341,AFR HIST BEFORE 1800
AFR WOMEN LIVES PAST/PRE,0.13024605670324577,AFRICAN ARCHITECTURE
AFR WOMEN LIVES PAST/PRE,0.12175645956581516,NURSING OF WOMEN AND INFANTS
AFR WOMEN LIVES PAST/PRE,0.24640568026146947,INTRODUCTION TO AFRICANA STUDIES
AFR WOMEN LIVES PAST/PRE,0.1575107130500417,TPCS AFRICAN-AMER LIT: AFRICAN AMERICAN MODERNI
AFR WOMEN LIVES PAST/PRE,0.13959034112124272,WOMEN IN ANCIENT EGYPT
AFR WOMEN LIVES PAST/PRE,0.20180551492727528,TPCS: GENDR/SEXUALTY/LIT: QUEER ATTACHMENTS
AFR WOMEN LIVES PAST/PRE,0.10021987871974486,THE FAMILY
AFR WOMEN LIVES PAST/PRE,0.1738224042995544,SEX AND POWER
AFR WOMEN LIVES PAST/PRE,0.10835025008056577,INTEGRATION I
FR FOR PROFESSIONS II,0.2090166551820224,Le Francais dans le Monde/French in the World
FR FOR PROFESSIONS II,0.1622235178409135,INTERMEDIATE FRENCH I
FR FOR PROFESSIONS II,0.10604871385420447,AMERICAN CAPITALISM
FR FOR PROFESSIONS II,0.1299432432189386,French Modernity and Its Discontents
FR FOR PROFESSIONS II,0.3441703041633744,FR FOR PROFESSIONS I
FR FOR PROFESSIONS II,0.12589759726732555,CONTEMPORARY FRANCE
FR FOR PROFESSIONS II,0.2115004042428644,MASTERPIECES OF FRENCH CINEMA
WORLD FILM HIST TO 1945,0.23436599350585346,WORLD FILM HIST '45-PRES
WORLD FILM HIST TO 1945,0.22262425325244842,TOPICS GERMAN CINEMA: FRITZ LANG
WORLD FILM HIST TO 1945,0.11872062137587432,THE BIBLE IN MOVIES
WORLD FILM HIST TO 1945,0.2625567681610898,CONTEMPOR FICT/FILM-JPAN
WORLD FILM HIST TO 1945,0.10291579465262367,FACING AMERICA
WORLD FILM HIST TO 1945,0.1714333200105696,TOPICS IN CINEMA & MEDIA: THE PLACE OF FILM AND MEDIA THEORY
WORLD FILM HIST TO 1945,0.10748545001207782,IRAN CINEMA:GEND/POL/REL
WORLD FILM HIST TO 1945,0.13417777486211394,ELEMENTARY SWEDISH II
WORLD FILM HIST TO 1945,0.12848418049045637,WRITING SEMINAR IN CIMS: OUR ANIMALS OURSELVES
WORLD FILM HIST TO 1945,0.13938908492651053,Russian and East European Film II
WORLD FILM HIST TO 1945,0.12848418049045637,WRITING SEMINAR IN CINE: PSYCHO: A CASE HISTORY
WORLD FILM HIST TO 1945,0.32135074723231527,CINEMA AND MEDIA: GLOBAL FILM THEORY
WORLD FILM HIST TO 1945,0.21601966457452376,TOPICS FILM STUDIES: MODERN SCI-FI CINEMA
WORLD FILM HIST TO 1945,0.20772065618386804,TOPICS CULTURAL STUDIES: BLACKNESS ACROSS MEDIA
WORLD FILM HIST TO 1945,0.16167798976636596,RUSSIAN & EAST EUROPEAN FILM AFTER WORLD WAR II
WORLD FILM HIST TO 1945,0.18162473804419293,MASTERPIECES OF FRENCH CINEMA
WORLD FILM HIST TO 1945,0.15172544399450488,MACHINE FOR SEEING: ARCHITECTURE AND THE MOVING IMAGE
WORLD FILM HIST TO 1945,0.12945345122267796,ELEMENTARY SWAHILI II
WORLD FILM HIST TO 1945,0.10506711672093723,AMERICAN THEATRE-1960'S: Revolution in Performance Politics and Ideas
WORLD FILM HIST TO 1945,0.23601231144505347,FILM SOUND: HISTORY AESTHETICS & SUBVERSION
WORLD FILM HIST TO 1945,0.12166406410639832,RENAISSANCE-CONTEMPORARY
WORLD FILM HIST TO 1945,0.179140909145617,RUSSIAN AND EAST EUROPEAN FILM FROM THE OCTOBER REVOLUTION TO WORLD WAR II
WORLD FILM HIST TO 1945,0.20886169517113493,MOD HEB LIT & CULT TRANS: MODERN HEBREW LIT & CULTURE IN TRANSLATION: IMAGE OF HAIFA & OTHER CITIES
WORLD FILM HIST TO 1945,0.2877327127700706,CINEMA PRODUCTION
WORLD FILM HIST TO 1945,0.3647542013695995,INTRO AMER/BRIT FLM/MED: HOLLYWOOD FILM INDUSTRY
WORLD FILM HIST TO 1945,0.12122186910732273,CONTEMPORARY FRANCE
JAZZ STYLE AND HISTORY,0.10179159711840145,MUSIC AND PERF OF AFRICA
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.7723013226815247,WRITING SEMINAR IN MUSC: THE TUNING OF THE WORLD
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.10746349566290614,JOYCE'S ULYSSES:  MAKING READINGS
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.7571538570103166,WRITING SEMINAR IN STSC: SEXUAL SELECTION
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8978739673999373,WRITING SEMINAR IN ENGL: COMICS & GRAPHIC NOVELS
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.10326090367516978,THE ARTS & POPULAR CULT.
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8786908505271711,WRITING SEMINAR IN CIMS: OUR ANIMALS OURSELVES
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8786908505271711,WRITING SEMINAR IN CINE: PSYCHO: A CASE HISTORY
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8325647434607755,WRITING SEMINAR IN EAS: ART OF ENGINEERING
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.13636663516919664,PHILOSOPHY OF EDUCATION: AFFIRMATIVE ACTION
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.10508566231586783,CREATIVE WRITING: Creative Writing:  Personal Essay/Fiction
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.11152399367682138,INTRO MACHINE LEARNING
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.7571538570103166,WRITING SEMINAR IN STSC: GEEK HERESY
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8497903592543563,WRITING SEMINAR IN PHIL: DIGITAL ART
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8618027725017557,WRITING SEMINAR IN COML: CAPITALIST SUPERHEROES
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.10693452565726098,SCIENTIFIC INQUIRY FOR EVIDENCE-BASED PRACTICE
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.10319382150390724,LECTURE
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.11725948764222284,WRITING SEM GLOBAL ENGL: GLOBAL CITIES
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8266767600984474,CRITICAL WRITING SEMINAR: EINSTEIN & PICASSO
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.10746349566290614,CRITICAL-CREATIVE LIT.: WRITING PHILADELPHIA
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8870531434081669,WRITING SEMINAR IN COMM: MARKETING LIKES
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8618027725017557,WRITING SEMINAR IN COML: BORGES'S SHORT FICTION
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8424090786870562,WRITING SEMINAR IN URBS: A WORLD OF CITIES
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.10326090367516978,THE ARTS & POPULAR CULT.: THE ARTS AND POPULAR CULTURE:  BOB DYLAN
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8487472964092014,WRITING SEMINAR IN CLST: CLASSICAL MYTHOLOGY
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.10621379239250438,TOPICS IN PHIL OF EDUC: SOCIO-POL PHIL OF EDUC
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.11725948764222284,WRITING SEM GLOBAL ENGL: GLOBALIZATION INEQUALITY
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8153005368667857,WRITING SEMINAR IN ANTH: GLOBAL DEVELOPMENT &NGOS
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.8153005368667857,WRITING SEMINAR IN ANTH: PHILANTHROPY/DISCONTENTS
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.14182210800251996,ACROSS FORMS: ART AND WRITING
WRITING SEMINAR IN EDUC: NATION OF IMMIGRANTS,0.7571538570103166,WRITING SEMINAR IN STSC: MARINE ECOLOGIES
FICTION WRITING WORKSHOP,0.10079338769633217,INTRO POSTCOLONIAL LIT: SOUTH AFRICAN LIT/FILM
FICTION WRITING WORKSHOP,0.1063520379376458,EXP METHOD FOR LINGUISTS
FICTION WRITING WORKSHOP,0.14766333052707867,ADVANCED FICTION WRITING
FICTION WRITING WORKSHOP,0.14150134056881752,CREATIVE WRITING: Creative Writing:  Personal Essay/Fiction
DRAWING INVESTIGATIONS,0.12026548515018527,GRAPHIC DESIGN WITH CREATIVE TECHNOLOGIES
DRAWING INVESTIGATIONS,0.22452553275688497,PAINTING PRACTICES
DRAWING INVESTIGATIONS,0.34871342113726583,DRAWING I
DRAWING INVESTIGATIONS,0.10444643186049024,DIGITAL PHOTOGRAPHY
DRAWING INVESTIGATIONS,0.15139957034939772,DESIGN FUNDAMENTALS I
DRAWING INVESTIGATIONS,0.13396499175357207,FIGURE PAINTING
DRAWING INVESTIGATIONS,0.12004437433087804,ART DESIGN AND DIGITAL CULTURE
DRAWING INVESTIGATIONS,0.10259980948546905,DISPERSIVE LENS
DRAWING INVESTIGATIONS,0.11333015301036344,EYE MIND AND IMAGE
DRAWING INVESTIGATIONS,0.11290512267381914,ADVANCED PROJECTS IN PRINTMAKING
PRINCIPLES OF ADVERTISNG,0.13928555007226667,INTRO TO EXP PSYCH
PRINCIPLES OF ADVERTISNG,0.12116214148000354,SOC. OF MEDIA & POP CULT: Sociology of Media and Popular Culture
PRINCIPLES OF ADVERTISNG,0.2332315471253518,COMMUNICATION BEHAVIOR
PRINCIPLES OF ADVERTISNG,0.14122137062724543,VIDEO II
PRINCIPLES OF ADVERTISNG,0.12043740420929497,TELEVISION AND NEW MEDIA
PRINCIPLES OF ADVERTISNG,0.10243103612334031,FR FOR PROFESSIONS I
PRINCIPLES OF ADVERTISNG,0.19236734291446547,Digital Marketing Social Media and E-Commerce
PRINCIPLES OF ADVERTISNG,0.10638933567048377,COMPETITIVE STRATEGY
PRINCIPLES OF ADVERTISNG,0.3680807799947588,ADVERTISING AND SOCIETY
PRINCIPLES OF ADVERTISNG,0.1737711380495539,MEDIA AND RELIGION
PRINCIPLES OF ADVERTISNG,0.12116214148000354,SOC. OF MEDIA & POP CULT
PRINCIPLES OF ADVERTISNG,0.10603888939134176,CREAT.NON-FICTION WRIT
PRINCIPLES OF ADVERTISNG,0.10719237397570822,ENABLING TECHNOLOGIES
PRINCIPLES OF ADVERTISNG,0.14901665917812357,ADVANCED PROJECTS IN PRINTMAKING
INTRM MODERN HEBREW III,0.6413127974204141,ELEM MODERN HEBREW II
INTRM MODERN HEBREW III,0.1486630665305103,INTERMED PORTUGUESE II
INTRM MODERN HEBREW III,0.6717113318962445,INTR MODERN HEBREW IV
INTRM MODERN HEBREW III,0.5068791983531966,ELEM MODERN HEBREW I
INTRM MODERN HEBREW III,0.12819264111950146,ACCEL INTERMD PORTUGUESE
INTRM MODERN HEBREW III,0.10465719016007338,INTRO TO THE BIBLE
INTRM MODERN HEBREW III,0.1050009163020408,RDGS MOD CHINESE II:LIT
